1         	7	cuenta	 	472000016	0000000007	1
2         	7	notas	 	S/F.Nº	0000000007	1
3         	7	formadepago	 	A	0000000007	1
4         	7	numero_lineas	 	3	0000000007	1
5         	8	numero_lineas	 	3	0000000008	1
6         	9	numero_lineas	 	3	0000000009	1
7         	14	numero_lineas	 	3	0000000014	1
8         	15	numero_lineas	 	3	0000000015	1
9         	17	formadepago	 	A	0000000017	1
10        	17	numero_lineas	 	3	0000000017	1
11        	21	formadepago	 	A	0000000021	1
12        	21	numero_lineas	 	3	0000000021	1
13        	31	numero_lineas	 	3	0000000031	1
14        	36	numero_lineas	 	3	0000000036	1
15        	37	numero_lineas	 	3	0000000037	1
16        	38	numero_lineas	 	3	0000000038	1
17        	39	numero_lineas	 	3	0000000039	1
18        	40	numero_lineas	 	3	0000000040	1
19        	41	formadepago	 	A	0000000041	1
20        	41	numero_lineas	 	3	0000000041	1
21        	42	numero_lineas	 	3	0000000042	1
22        	43	formadepago	 	A	0000000043	1
23        	43	numero_lineas	 	3	0000000043	1
24        	76	numero_lineas	 	3	0000000076	1
26        	1	numero_lineas	 	22	0000000001	2
27        	1	centro	N	T	0000000001	2
28        	1	proyecto	 	01	0000000001	2
29        	1	concepto	 	MOVIMENTS DIARIS	0000000001	2
30        	1	debe	 		0000000001	2
31        	1	fecha	S	fecha_ultimo_asiento	0000000001	2
32        	1	t_doc	 	V	0000000001	2
33        	1	cuenta	 	419000001	0000000001	2
34        	1	haber	 		0000000001	3
35        	1	fecha	S	fecha_ultimo_asiento	0000000001	3
36        	1	t_doc	 	A	0000000001	3
37        	1	cuenta	 	707000001	0000000001	3
38        	1	haber	 		0000000001	4
39        	1	fecha	S	fecha_ultimo_asiento	0000000001	4
40        	1	t_doc	 	A	0000000001	4
41        	1	contrapartida	 	430000000	0000000001	4
42        	1	cuenta	 	477000002	0000000001	4
43        	1	haber	 		0000000001	5
44        	1	fecha	S	fecha_ultimo_asiento	0000000001	5
45        	1	t_doc	 	A	0000000001	5
46        	1	cuenta	 	701000001	0000000001	5
47        	1	haber	 		0000000001	6
48        	1	fecha	S	fecha_ultimo_asiento	0000000001	6
49        	1	t_doc	 	A	0000000001	6
50        	1	contrapartida	 	430000000	0000000001	6
51        	1	cuenta	 	477000008	0000000001	6
52        	1	haber	 		0000000001	7
53        	1	fecha	S	fecha_ultimo_asiento	0000000001	7
54        	1	t_doc	 	A	0000000001	7
55        	1	cuenta	 	412000001	0000000001	7
56        	1	concepto	 	TARGETES MOV.DIA	0000000001	8
57        	1	debe	 		0000000001	8
58        	1	fecha	S	fecha_ultimo_asiento	0000000001	8
59        	1	t_doc	 	A	0000000001	8
60        	1	cuenta	 	572000027	0000000001	8
61        	1	concepto	 	LIQ.Nº 240	0000000001	9
