0000000001	01        
0000000001	C         
0000000002	A         
0000000100	01        
0000000200	01        
0000000300	01        
0000000400	01        
0000000700	01        
0000000800	01        
0000000900	01        
0000001000	01        
0000001100	01        
0000001200	01        
0000001300	01        
0000001500	01        
0000001600	01        
0000001700	01        
0000001800	01        
0000001900	01        
0000002000	01        
0000002100	01        
0000002200	01        
0000002400	01        
0000002500	01        
0000002600	01        
0000002800	01        
0000002900	01        
0000003000	01        
0000003100	01        
0000003200	01        
0000003300	01        
0000003400	01        
0000003500	01        
0000003600	01        
0000003700	01        
0000003800	01        
0000003900	01        
0000004000	01        
0000004100	01        
0000004200	01        
0000004300	01        
0000004400	01        
0000004500	01        
0000004600	01        
0000004700	01        
0000004800	01        
0000004900	01        
0000005000	01        
0000005100	01        
0000005200	01        
0000005300	01        
0000005400	01        
0000005500	01        
0000005700	01        
0000005800	01        
0000005900	01        
0000006000	01        
0000006200	01        
0000006300	01        
0000006400	01        
0000006500	01        
0000006600	01        
0000006700	01        
0000006800	01        
0000006900	01        
0000007000	01        
0000007100	01        
0000007200	01        
0000007300	01        
0000007400	01        
0000007500	01        
0000007600	01        
0000007700	01        
0000007800	01        
0000007900	01        
0000008000	01        
0000008100	01        
0000008200	01        
0000008400	01        
0000008500	01        
0000008600	01        
0000008700	01        
0000008800	01        
0000008900	01        
0000009000	01        
0000009100	01        
0000009200	01        
0000009300	01        
0000009400	01        
0000009500	01        
0000009600	01        
0000009800	01        
0000009900	01        
0000010000	01        
0000010300	01        
0000010400	01        
0000010500	01        
0000010600	01        
0000010700	01        
0000010800	01        
0000010900	01        
0000011000	01        
0000011100	01        
0000011200	01        
0000011300	01        
0000011400	01        
0000011700	01        
0000011800	01        
0000011900	01        
0000012000	01        
0000012100	01        
0000012200	01        
0000012300	01        
0000012400	01        
0000012500	01        
0000012600	01        
0000012700	01        
0000012800	01        
0000012900	01        
0000013000	01        
0000013100	01        
0000013200	01        
0000013300	01        
0000013400	01        
0000013500	01        
0000013700	01        
0000013800	01        
0000013900	01        
0000014000	01        
0000014100	01        
0000014200	01        
0000014300	01        
0000014400	01        
0000014500	01        
0000014600	01        
0000014700	01        
0000014900	01        
0000015000	01        
0000015200	01        
0000015300	01        
0000015400	01        
0000015500	01        
0000015600	01        
0000015700	01        
0000015800	01        
0000015900	01        
0000016000	01        
0000016100	01        
0000016200	01        
0000016300	01        
0000016400	01        
0000016500	01        
0000016600	01        
0000016700	01        
0000016800	01        
0000017000	01        
0000017100	01        
0000017200	01        
0000017300	01        
0000017400	01        
0000017500	01        
0000017600	01        
0000017700	01        
0000017800	01        
0000017900	01        
0000018000	01        
0000018100	01        
0000018200	01        
0000018300	01        
0000018400	01        
0000018500	01        
0000018600	01        
0000018700	01        
0000018800	01        
0000018900	01        
0000019000	01        
0000019100	01        
0000019200	01        
0000019300	01        
0000019400	01        
0000019500	01        
0000019600	01        
0000019700	01        
0000019800	01        
0000019900	01        
0000020000	01        
0000020100	01        
0000020200	01        
0000020300	01        
0000020400	01        
0000020500	01        
0000020700	01        
0000020800	01        
0000020900	01        
0000021000	01        
0000021100	01        
0000021200	01        
0000021300	01        
0000021400	01        
0000021500	01        
0000021600	01        
0000021700	01        
0000021800	01        
0000021900	01        
0000022000	01        
0000022100	01        
0000022200	01        
0000022300	01        
0000022400	01        
0000022500	01        
0000022600	01        
0000022700	01        
0000022800	01        
0000022900	01        
0000023000	01        
0000023100	01        
0000023200	01        
0000023300	01        
0000023400	01        
0000023500	01        
0000023600	01        
0000023700	01        
0000023800	01        
0000023900	01        
0000024000	01        
0000024100	01        
0000024200	01        
0000024300	01        
0000024400	01        
0000024500	01        
0000024600	01        
0000024700	01        
0000025000	01        
0000025100	01        
0000025200	01        
0000025300	01        
0000025400	01        
0000025500	01        
0000025600	01        
0000025700	01        
0000025800	01        
0000025900	01        
0000026000	01        
0000026200	01        
0000026300	01        
0000026400	01        
0000026500	01        
0000026600	01        
0000026700	01        
0000026900	01        
0000027000	01        
0000027100	01        
0000027200	01        
0000027300	01        
0000027400	01        
0000027500	01        
0000027600	01        
0000027700	02        
0000027800	01        
0000027900	01        
0000028000	01        
0000028200	01        
0000028400	01        
0000028600	01        
0000028700	01        
0000028800	01        
0000028900	01        
0000029000	01        
0000029300	01        
0000029400	01        
0000029500	01        
0000029600	01        
0000029900	01        
0000030000	01        
0000030100	01        
0000030200	01        
0000030300	01        
0000030400	01        
0000030600	01        
0000030700	01        
0000030800	01        
0000030900	01        
0000031000	01        
0000031100	01        
0000031200	01        
0000031300	01        
0000031400	01        
0000031500	01        
0000031600	01        
0000031700	01        
0000031800	01        
0000031900	01        
0000032000	01        
0000032100	01        
0000032200	01        
0000032300	01        
0000032400	01        
0000032500	01        
0000032600	01        
0000032700	01        
0000032800	01        
0000032900	01        
0000033000	01        
0000033100	01        
0000033200	01        
0000033300	01        
0000033400	01        
0000033500	01        
0000033600	01        
0000033700	01        
0000033800	01        
0000033900	01        
0000034000	01        
0000034100	01        
0000034200	01        
0000034300	01        
0000034400	01        
0000034500	01        
0000034600	01        
0000034700	01        
0000034800	01        
0000034900	01        
0000035000	01        
0000035100	01        
0000035200	01        
0000035300	01        
0000035500	01        
0000035600	01        
0000035700	01        
0000035800	01        
0000035900	01        
0000036000	01        
0000036200	01        
0000036300	01        
0000036400	01        
0000036500	01        
0000036600	01        
0000036700	01        
0000036800	01        
0000036900	01        
0000037000	01        
0000037100	01        
0000037200	01        
0000037300	01        
0000037400	01        
0000037500	01        
0000037600	01        
0000037700	01        
0000037800	01        
0000037900	01        
0000038000	01        
0000038100	01        
0000038200	01        
0000038300	01        
0000038400	01        
0000038500	01        
0000038600	01        
0000038700	01        
0000038800	01        
0000038900	01        
0000039000	01        
0000039100	01        
0000039200	01        
0000039300	01        
0000039400	01        
0000039500	01        
0000039600	01        
0000039700	01        
0000039800	01        
0000039900	01        
0000040000	01        
0000040100	01        
0000040200	01        
0000040300	01        
0000040400	01        
0000040500	01        
0000040600	01        
0000040700	01        
0000040800	01        
0000040900	01        
0000041000	01        
0000041100	01        
0000041200	01        
0000041300	01        
0000041400	01        
0000041500	01        
0000041600	01        
0000041700	01        
0000041800	01        
0000041900	01        
0000042000	01        
0000042100	01        
0000042200	01        
0000042300	01        
0000042400	01        
0000042500	01        
0000042600	01        
0000042700	01        
0000042800	01        
0000042900	01        
0000043000	01        
0000043100	01        
0000043200	01        
0000043300	01        
0000043400	01        
0000043500	01        
0000043600	01        
0000043700	01        
0000043800	01        
0000043900	01        
0000044000	01        
0000044100	01        
0000044200	01        
0000044300	01        
0000044400	01        
0000044500	01        
0000044600	01        
0000044700	01        
0000044800	01        
0000044900	01        
0000045000	01        
0000045100	01        
0000045300	01        
0000045400	01        
0000045500	01        
0000045600	01        
0000045700	01        
0000045800	01        
0000045900	01        
0000046100	01        
0000046200	01        
0000046300	01        
0000046400	01        
0000046500	01        
